"cid","name","parent_cid","level"
"121404036","军包","50008584","三级类目"
"121404038","东陵石(新)","121392033","三级类目"
"121404039","车挂","121410041","三级类目"
"121404041","汉白玉","121392033","三级类目"
"121404042","车挂","121404041","三级类目"
"121404043","烟嘴","121464036","三级类目"
"121404045","婴童被套","124696021","三级类目"
"121406002","机票+其他","121390001","三级类目"
"121406004","保暖上装","121380002","三级类目"
"121406005","保温包袋","50016455","三级类目"
"121406007","马桶刷","50016746","三级类目"
"121406016","香薰灯","121434015","三级类目"
"121406017","筹码架","50017871","三级类目"
"121406018","烤箱","50012550","三级类目"
"121406019","教鞭","50005752","三级类目"
"121406021","雨衣","50006020","三级类目"
"121406022","家居服套装","50023613","三级类目"
"121406023","宝宝贴","121388024","三级类目"
"121406024","机械喷嘴","50020490","三级类目"
"121406026","塑身腰腹带","121392028","三级类目"
"121406030","手部磨砂膏","121380031","三级类目"
"121406031","绳","121408037","三级类目"
"121406032","其他","121390019","三级类目"
"121406037","水草","50023141","三级类目"
"121406038","杯子","50015285","三级类目"
"121406041","印床","121448035","三级类目"
"121406042","岫岩玉（新）","121392033","三级类目"
"121406043","绿松石（新）","50024158","三级类目"
"121406044","车挂","121468034","三级类目"
"121406045","手饰","121468037","三级类目"
"121406046","灯座","50458010","三级类目"
"121406047","发饰","121400037","三级类目"
"121406048","发饰","121412046","三级类目"
"121406049","烟嘴","121476050","三级类目"
"121406051","珠宝奇石","121420054","三级类目"
"121408001","贵宾休息室","121382001","三级类目"
"121408003","T-天天酷跑","123710001","三级类目"
"121408006","内裤","121380002","三级类目"
"121408007","领结","121454011","三级类目"
"121408009","T区护理（新）","1801","二级类目"
"121408011","面膜粉","121390006","三级类目"
"121408012","面霜罐","121434015","三级类目"
"121408013","泵瓶","121434015","三级类目"
"121408014","拉杆包","50012404","三级类目"
"121408015","功能内衣上装","121396017","三级类目"
"121408016","牙膏","121466017","三级类目"
"121408017","鞋带","50019118","三级类目"
"121408018","热水袋","21","二级类目"
"121408020","背扣","50016687","三级类目"
"121408022","男士遮瑕","121398020","三级类目"
"121408023","男士阴影","121398020","三级类目"
"121408024","刷包","122438001","三级类目"
"121408025","书法","122632007","三级类目"
"121408030","浴盐","50458018","三级类目"
"121408031","眼膜","121456026","三级类目"
"121408032","防雾湿巾","50014480","三级类目"
"121408033","乳房精油","121478023","三级类目"
"121408035","眼霜","50448025","三级类目"
"121408036","大梁","50018786","三级类目"
"121408037","DIY配件","50013864","二级类目"
"121408038","首饰收纳","50013864","二级类目"
"121408039","手饰","121392034","三级类目"
"121408040","男士眼部精华","121368010","三级类目"
"121408041","温度计","121392039","三级类目"
"121408042","仿真绿植","121472034","三级类目"
"121408043","绿植","121410037","三级类目"
"121408045","放大镜","121388042","三级类目"
"121408046","颈饰","121480039","三级类目"
"121408047","发饰","121410043","三级类目"
"121408048","搪瓷（新）","50019273","三级类目"
"121408050","颈饰","121476046","三级类目"
"121408051","珠宝半成品","121468037","三级类目"
"121408052","珠宝半成品","121454047","三级类目"
"121408053","发饰","121476048","三级类目"
"121408054","车挂","121450043","三级类目"
"121408055","珠宝奇石","121476050","三级类目"
"121408059","笔搁","121394034","三级类目"
"121410001","接送机","121382001","三级类目"
"121410006","鞋垫","122730001","三级类目"
"121410012","剪刀","122954001","三级类目"
"121410013","眼部护理套装","121454013","三级类目"
"121410014","插头","121705","三级类目"
"121410015","洗牌机","50017871","三级类目"
"121410016","运动护具","50010728","二级类目"
"121410017","烧烤配件","50014757","三级类目"
"121410018","学习机","50018004","二级类目"
"121410019","电子辞典","50018004","二级类目"
"121410020","台球桌","50023508","三级类目"
"121410022","孕妇礼服","50012354","三级类目"
"121410023","电烙铁","50020522","三级类目"
"121410025","男士眉笔","121398020","三级类目"
"121410026","焗油围布","50009146","三级类目"
"121410029","护发","50023282","二级类目"
"121410032","创意零钱包","122968003","三级类目"
"121410034","被套","121484028","三级类目"
"121410035","男士面部乳霜","121368010","三级类目"
"121410036","发饰","121392033","三级类目"
"121410037","花卉/绿植盆栽（新）","50007216","二级类目"
"121410038","食盆","121388039","三级类目"
"121410039","钱包","50001931","三级类目"
"121410040","茶盘","121458041","三级类目"
"121410041","碧玺（新）","50024158","三级类目"
"121410042","拷贝纸","121448035","三级类目"
"121410043","祖母绿（新）","50024158","三级类目"
"121410044","碗","121408048","三级类目"
"121410045","俄罗斯玉（新）","121392033","三级类目"
"121410046","净瓶","50458010","三级类目"
"121410047","珠宝奇石","121412046","三级类目"
"121410048","T-唐人游","99","二级类目"
"121410049","Y-易玩通","99","二级类目"
"121412001","机票+门票","121388002","三级类目"
"121412004","背心吊带","16","二级类目"
"121412005","产妇护垫","50006000","三级类目"
"121412006","长命锁","50000813","三级类目"
"121412007","项链","121392004","三级类目"
"121412011","眼枕","50016663","三级类目"
"121412012","足贴","122430002","三级类目"
"121412013","刀","50017970","三级类目"
"121412014","炒冰机","50008543","三级类目"
"121412015","档案盒","50012645","三级类目"
"121412016","按摩油","50014248","三级类目"
"121412017","化妆品展柜","50015518","三级类目"
"121412018","手机袋","121434026","三级类目"
"121412022","乐器盒","50017319","三级类目"
"121412023","手把套","50078001","三级类目"
"121412031","珠宝奇石","121402026","三级类目"
"121412032","胸饰","121366034","三级类目"
"121412033","男士身体磨砂膏","121368010","三级类目"
"121412034","花杆","121484032","三级类目"
"121412038","笼子","121388039","三级类目"
"121412039","厕所","121388039","三级类目"
"121412040","罐","50432004","三级类目"
"121412041","套装","121458041","三级类目"
"121412042","颈饰","121410041","三级类目"
"121412043","装裱机","50444006","三级类目"
"121412044","车挂","121476046","三级类目"
"121412045","烟嘴","121434050","三级类目"
"121412046","橄榄石（新）","50024158","三级类目"
"121412047","手饰","121412046","三级类目"
"121412048","青金石（新）","50024158","三级类目"
"121412049","杯套","122996002","三级类目"
"121412050","S-三国时代","99","二级类目"
"121414001","机票+酒店","121388002","三级类目"
"121414003","眼镜袋","50011888","三级类目"
"121414004","产妇卫生巾","50006000","三级类目"
"121414008","护耳贴","50016748","三级类目"
"121414009","床裙","50008163","二级类目"
"121414010","美胸喷雾","121366011","三级类目"
"121414011","铅坠","122948001","三级类目"
"121414012","皂盒","121434015","三级类目"
"121414014","洗发水","121424015","三级类目"
"121414017","笔袋","50015127","三级类目"
"121414019","洗牌机","50023508","三级类目"
"121414023","胸垫插片","50016687","三级类目"
"121414024","家居服上装","50023613","三级类目"
"121414025","焊锡","50020517","三级类目"
"121414026","蚊香片","210207","三级类目"
"121414027","购物篮","50020612","三级类目"
"121414028","防水箱","121434026","三级类目"
"121414031","封口膜","122970002","三级类目"
"121414033","唇部护理（新）","50026457","三级类目"
"121414035","爽身粉","121380032","三级类目"
"121414036","乳房喷雾","121478023","三级类目"
"121414038","眼部护理精华","50448025","三级类目"
"121414040","手饰","121366034","三级类目"
"121414041","男士须后水","121368010","三级类目"
"121414042","花卉/蔬果/草坪种子（新）","50007216","二级类目"
"121414043","其他","121476039","三级类目"
"121414045","浴房","121388039","三级类目"
"121414046","颈饰","121404038","三级类目"
"121414047","金刚铃","50458010","三级类目"
"121414048","烟嘴","121434049","三级类目"
"121414053","颈饰","121464036","三级类目"
"121414054","车挂","121426050","三级类目"
"121414055","珠宝奇石","121426050","三级类目"
"121416001","单人多次出行","121388001","三级类目"
"121416004","包包","121392004","三级类目"
"121416006","洗胶绵","121454012","三级类目"
"121416007","沙滩针织衫","50016748","三级类目"
"121416008","枕套","50008163","二级类目"
"121416009","鼻夹","50012455","三级类目"
"121416010","卡座","50011972","二级类目"
"121416011","击剑鞋","50023370","三级类目"
"121416012","磨刀护刀相关","50014759","三级类目"
"121416014","水桶","50019712","三级类目"
"121416015","学生用印","50005757","三级类目"
"121416017","奶酪","121404016","三级类目"
"121416019","男士唇膏","121398020","三级类目"
"121416020","男士蜜粉","121398020","三级类目"
"121416021","鞋带","50510002","二级类目"
"121416022","保健环","121380022","三级类目"
"121416023","外壳上漆","50696004","三级类目"
"121416024","头盔","50013198","三级类目"
"121416025","牙粉","50448024","三级类目"
"121416027","身体喷雾","121380032","三级类目"
"121416028","男士足部磨砂膏","121368010","三级类目"
"121416029","耳饰","121460027","三级类目"
"121416030","宠物车贴","121462040","三级类目"
"121416031","绷带","121466042","三级类目"
"121416033","烟嘴","121482032","三级类目"
"121416034","壶","50416004","三级类目"
"121416035","刻刀","121448035","三级类目"
"121416036","乌兰翠（新）","121392033","三级类目"
"121416037","香炉","121434044","三级类目"
"121416038","手饰","121420054","三级类目"
"121416039","珠宝半成品","121394034","三级类目"
"121416042","W-忘仙","99","二级类目"
"121418001","多人同行","121388001","三级类目"
"121418002","胶粉","122888002","三级类目"
"121418004","西餐刀具","123002001","三级类目"
"121418005","手镯","50000813","三级类目"
